collab:elemType,org:group,concept:name,collab:participant,time:timestamp,case:concept:name,msgInstanceId,msgType,collab:toParticipant,msgFlow,collab:fromParticipant,eventType
task,PartyC,Activity BZ,PartyC,2021-06-23 6:35:22,case_44,,,,,,
task,PartyB,Activity DD,PartyB,2021-06-23 6:35:26,case_44,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 6:35:34,case_44,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 6:35:37,case_44,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 6:35:42,case_44,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 6:35:49,case_44,m3_42,send,PartyB,m3,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 6:35:49,case_44,m3_42,receive,,m3,PartyA,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 6:35:55,case_44,m1_43,receive,,m1,PartyB,
task,PartyB,Activity N,PartyB,2021-06-23 6:35:55,case_44,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 6:36:00,case_44,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 6:36:00,case_49,,,,,,
task,PartyA,Activity C,PartyA,2021-06-23 6:36:01,case_49,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 6:36:04,case_49,m4_48,send,PartyC,m4,,
task,PartyB,Activity BB,PartyB,2021-06-23 6:36:13,case_49,,,,,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 6:36:27,case_49,m4_48,receive,,m4,PartyB,start
task,PartyA,Activity B,PartyA,2021-06-23 6:36:34,case_49,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 6:36:38,case_49,m1_47,send,PartyA,m1,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 6:36:40,case_49,m3_46,send,PartyB,m3,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 6:36:52,case_49,m2_49,send,,m2,,
task,PartyC,Activity ZA,PartyC,2021-06-23 6:37:09,case_49,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 6:37:26,case_49,m5_50,send,PartyB,m5,,
task,PartyC,Activity CZ,PartyC,2021-06-23 6:37:35,case_49,,,,,,
task,PartyB,Activity FF,PartyB,2021-06-23 6:37:38,case_49,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 6:37:43,case_49,m5_50,receive,,m5,PartyC,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 6:37:48,case_49,m1_47,receive,,m1,PartyB,
task,PartyB,Activity G,PartyB,2021-06-23 6:37:50,case_49,,,,,,
task,PartyB,Activity DD,PartyB,2021-06-23 6:37:55,case_49,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 6:38:03,case_49,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 6:38:11,case_49,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 6:38:15,case_49,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 6:38:20,case_49,m3_46,receive,,m3,PartyA,
task,PartyB,Activity N,PartyB,2021-06-23 6:38:21,case_49,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 6:38:23,case_49,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 9:35:01,case_469,m4_495,send,PartyC,m4,,
task,PartyA,Activity A,PartyA,2021-06-23 9:35:08,case_469,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 9:35:15,case_469,,,,,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 9:35:30,case_469,m4_495,receive,,m4,PartyB,start
task,PartyA,Activity C,PartyA,2021-06-23 9:35:38,case_469,,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 9:35:52,case_469,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 9:35:57,case_469,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 9:36:00,case_469,m1_494,send,PartyA,m1,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 9:36:06,case_469,m3_493,send,PartyB,m3,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 9:36:08,case_469,m1_494,receive,,m1,PartyB,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 9:36:10,case_469,m2_496,send,,m2,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 9:36:17,case_469,m5_497,send,PartyB,m5,,
task,PartyB,Activity FF,PartyB,2021-06-23 9:36:21,case_469,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 9:36:27,case_469,m5_497,receive,,m5,PartyC,
task,PartyC,Activity CZ,PartyC,2021-06-23 9:36:31,case_469,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 9:36:33,case_469,,,,,,
task,PartyB,Activity DD,PartyB,2021-06-23 9:36:34,case_469,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 9:36:35,case_469,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 9:36:43,case_469,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 9:36:44,case_469,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 9:36:47,case_469,m3_493,receive,,m3,PartyA,
task,PartyB,Activity O,PartyB,2021-06-23 9:36:49,case_469,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 9:36:49,case_469,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 7:50:08,case_219,m4_231,send,PartyC,m4,,
task,PartyA,Activity A,PartyA,2021-06-23 7:50:08,case_219,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 7:50:22,case_219,,,,,,
task,PartyA,Activity C,PartyA,2021-06-23 7:50:31,case_219,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 7:50:36,case_219,m1_230,send,PartyA,m1,,
task,PartyB,Activity FF,PartyB,2021-06-23 7:50:51,case_219,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 7:50:54,case_219,,,,,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 7:51:08,case_219,m4_231,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 7:51:17,case_219,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 7:51:23,case_219,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 7:51:37,case_219,m3_229,send,PartyB,m3,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 7:51:44,case_219,m5_233,send,PartyB,m5,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 7:51:50,case_219,m1_230,receive,,m1,PartyB,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 7:51:58,case_219,m2_232,send,,m2,,
task,PartyC,Activity CZ,PartyC,2021-06-23 7:52:06,case_219,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 7:52:16,case_219,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 7:52:24,case_219,m5_233,receive,,m5,PartyC,
task,PartyB,Activity DD,PartyB,2021-06-23 7:52:29,case_219,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 7:52:30,case_219,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 7:52:33,case_219,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 7:52:36,case_219,m3_229,receive,,m3,PartyA,
task,PartyB,Activity N,PartyB,2021-06-23 7:52:37,case_219,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 7:52:40,case_219,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 9:32:31,case_464,m4_491,send,PartyC,m4,,
task,PartyB,Activity BB,PartyB,2021-06-23 9:32:37,case_464,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 9:32:46,case_464,m1_490,send,PartyA,m1,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 9:33:01,case_464,m2_488,send,PartyA,m2,,
task,PartyB,Activity G,PartyB,2021-06-23 9:33:08,case_464,,,,,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 9:33:21,case_464,m4_491,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 9:33:29,case_464,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 9:33:39,case_464,,,,,,
task,PartyC,Activity CZ,PartyC,2021-06-23 9:33:49,case_464,,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 9:33:54,case_464,m2_488,receive,,m2,PartyB,
task,PartyB,Activity FF,PartyB,2021-06-23 9:34:02,case_464,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 9:34:13,case_464,m5_492,send,PartyB,m5,,
task,PartyA,Activity B,PartyA,2021-06-23 9:34:21,case_464,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 9:34:27,case_464,m3_489,send,PartyB,m3,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 9:34:30,case_464,m1_490,receive,,m1,PartyB,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 9:34:37,case_464,m5_492,receive,,m5,PartyC,
task,PartyC,Activity BZ,PartyC,2021-06-23 9:34:45,case_464,,,,,,
task,PartyB,Activity DD,PartyB,2021-06-23 9:34:46,case_464,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 9:34:48,case_464,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 9:34:53,case_464,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 9:34:54,case_464,m3_489,receive,,m3,PartyA,
task,PartyB,Activity O,PartyB,2021-06-23 9:34:54,case_464,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 9:34:56,case_464,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 8:08:01,case_259,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 8:08:05,case_259,m4_274,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 8:08:10,case_259,m4_274,receive,,m4,PartyB,start
task,PartyB,Activity BB,PartyB,2021-06-23 8:08:13,case_259,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 8:08:17,case_259,m1_273,send,PartyA,m1,,
task,PartyC,Activity ZA,PartyC,2021-06-23 8:08:30,case_259,,,,,,
task,PartyC,Activity CZ,PartyC,2021-06-23 8:08:39,case_259,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 8:08:43,case_259,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 8:08:53,case_259,m5_275,send,PartyB,m5,,
task,PartyC,Activity BZ,PartyC,2021-06-23 8:08:58,case_259,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 8:09:06,case_259,m2_271,send,PartyA,m2,,
task,PartyB,Activity FF,PartyB,2021-06-23 8:09:07,case_259,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 8:09:11,case_259,m5_275,receive,,m5,PartyC,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 8:09:15,case_259,m2_271,receive,,m2,PartyB,
task,PartyA,Activity B,PartyA,2021-06-23 8:09:24,case_259,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 8:09:28,case_259,m3_272,send,PartyB,m3,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 8:09:31,case_259,m1_273,receive,,m1,PartyB,
task,PartyB,Activity DD,PartyB,2021-06-23 8:09:36,case_259,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 8:09:41,case_259,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 8:09:45,case_259,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 8:09:48,case_259,m3_272,receive,,m3,PartyA,
task,PartyB,Activity O,PartyB,2021-06-23 8:09:53,case_259,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 8:09:55,case_259,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 9:30:25,case_459,m4_485,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 9:30:38,case_459,m4_485,receive,,m4,PartyB,start
task,PartyB,Activity BB,PartyB,2021-06-23 9:30:42,case_459,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 9:30:49,case_459,,,,,,
task,PartyA,Activity C,PartyA,2021-06-23 9:31:07,case_459,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 9:31:17,case_459,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 9:31:20,case_459,m3_483,send,PartyB,m3,,
task,PartyC,Activity ZA,PartyC,2021-06-23 9:31:30,case_459,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 9:31:35,case_459,m1_484,send,PartyA,m1,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 9:31:44,case_459,m5_487,send,PartyB,m5,,
task,PartyC,Activity CZ,PartyC,2021-06-23 9:31:47,case_459,,,,,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 9:31:52,case_459,m1_484,receive,,m1,PartyB,
task,PartyC,Activity BZ,PartyC,2021-06-23 9:31:55,case_459,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 9:32:00,case_459,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 9:32:03,case_459,m2_486,send,,m2,,
task,PartyB,Activity FF,PartyB,2021-06-23 9:32:06,case_459,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 9:32:10,case_459,m5_487,receive,,m5,PartyC,
task,PartyB,Activity DD,PartyB,2021-06-23 9:32:13,case_459,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 9:32:13,case_459,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 9:32:17,case_459,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 9:32:21,case_459,m3_483,receive,,m3,PartyA,
task,PartyB,Activity O,PartyB,2021-06-23 9:32:26,case_459,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 9:32:28,case_459,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 6:42:30,case_64,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 6:42:35,case_64,m4_66,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 6:42:39,case_64,m4_66,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 6:42:41,case_64,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 6:42:47,case_64,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 6:42:53,case_64,m1_65,send,PartyA,m1,,
task,PartyC,Activity CZ,PartyC,2021-06-23 6:43:01,case_64,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 6:43:02,case_64,m2_63,send,PartyA,m2,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 6:43:08,case_64,m2_63,receive,,m2,PartyB,
task,PartyB,Activity FF,PartyB,2021-06-23 6:43:19,case_64,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 6:43:29,case_64,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 6:43:37,case_64,m3_64,send,PartyB,m3,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 6:43:44,case_64,m5_67,send,PartyB,m5,,
task,PartyB,Activity G,PartyB,2021-06-23 6:43:50,case_64,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 6:44:04,case_64,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 6:44:08,case_64,m5_67,receive,,m5,PartyC,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 6:44:19,case_64,m1_65,receive,,m1,PartyB,
task,PartyB,Activity DD,PartyB,2021-06-23 6:44:19,case_64,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 6:44:23,case_64,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 6:44:26,case_64,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 6:44:27,case_64,m3_64,receive,,m3,PartyA,
SendTask,PartyB,Activity M,PartyB,2021-06-23 6:44:28,case_64,M7_68,send,PartyD,M7,,
ReceiveTask,PartyD,Start2,PartyD,2021-06-23 6:44:33,case_64,M7_68,receive,,M7,PartyB,start
task,PartyB,Activity L,PartyB,2021-06-23 6:44:40,case_64,,,,,,
task,PartyD,Activity ZAZ,PartyD,2021-06-23 6:44:42,case_64,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 7:40:58,case_199,,,,,,
task,PartyA,Activity C,PartyA,2021-06-23 7:40:58,case_199,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 7:41:06,case_199,m4_209,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 7:41:18,case_199,m4_209,receive,,m4,PartyB,start
task,PartyA,Activity B,PartyA,2021-06-23 7:41:26,case_199,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 7:41:28,case_199,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 7:41:37,case_199,m3_207,send,PartyB,m3,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 7:41:41,case_199,m1_208,send,PartyA,m1,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 7:41:50,case_199,m1_208,receive,,m1,PartyB,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 7:42:05,case_199,m2_210,send,,m2,,
task,PartyC,Activity ZA,PartyC,2021-06-23 7:42:13,case_199,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 7:42:22,case_199,,,,,,
task,PartyB,Activity FF,PartyB,2021-06-23 7:42:25,case_199,,,,,,
task,PartyC,Activity CZ,PartyC,2021-06-23 7:42:26,case_199,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 7:42:30,case_199,m5_211,send,PartyB,m5,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 7:42:30,case_199,m5_211,receive,,m5,PartyC,
task,PartyC,Activity BZ,PartyC,2021-06-23 7:42:32,case_199,,,,,,
task,PartyB,Activity DD,PartyB,2021-06-23 7:42:33,case_199,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 7:42:35,case_199,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 7:42:39,case_199,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 7:42:40,case_199,m3_207,receive,,m3,PartyA,
SendTask,PartyB,Activity M,PartyB,2021-06-23 7:42:40,case_199,M7_212,send,PartyD,M7,,
task,PartyB,Activity L,PartyB,2021-06-23 7:42:43,case_199,,,,,,
ReceiveTask,PartyD,Start2,PartyD,2021-06-23 7:42:49,case_199,M7_212,receive,,M7,PartyB,start
task,PartyD,Activity ZAZ,PartyD,2021-06-23 7:42:53,case_199,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 9:17:55,case_429,m4_453,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 9:18:04,case_429,m4_453,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 9:18:12,case_429,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 9:18:17,case_429,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 9:18:23,case_429,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 9:18:40,case_429,m5_454,send,PartyB,m5,,
task,PartyA,Activity C,PartyA,2021-06-23 9:18:47,case_429,,,,,,
task,PartyC,Activity CZ,PartyC,2021-06-23 9:18:55,case_429,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 9:18:58,case_429,m1_452,send,PartyA,m1,,
task,PartyC,Activity BZ,PartyC,2021-06-23 9:19:08,case_429,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 9:19:16,case_429,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 9:19:19,case_429,m3_451,send,PartyB,m3,,
task,PartyB,Activity G,PartyB,2021-06-23 9:19:20,case_429,,,,,,
task,PartyB,Activity FF,PartyB,2021-06-23 9:19:27,case_429,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 9:19:30,case_429,m5_454,receive,,m5,PartyC,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 9:19:39,case_429,m1_452,receive,,m1,PartyB,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 9:19:42,case_429,m2_455,send,,m2,,
task,PartyB,Activity DD,PartyB,2021-06-23 9:19:44,case_429,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 9:19:46,case_429,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 9:19:47,case_429,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 9:19:51,case_429,m3_451,receive,,m3,PartyA,
task,PartyB,Activity N,PartyB,2021-06-23 9:19:54,case_429,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 9:19:56,case_429,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 6:31:49,case_39,m4_39,send,PartyC,m4,,
task,PartyB,Activity BB,PartyB,2021-06-23 6:31:58,case_39,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 6:32:07,case_39,m1_38,send,PartyA,m1,,
task,PartyA,Activity A,PartyA,2021-06-23 6:32:13,case_39,,,,,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 6:32:20,case_39,m4_39,receive,,m4,PartyB,start
task,PartyB,Activity FF,PartyB,2021-06-23 6:32:25,case_39,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 6:32:31,case_39,m2_36,send,PartyA,m2,,
task,PartyC,Activity ZA,PartyC,2021-06-23 6:32:41,case_39,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 6:32:43,case_39,,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 6:32:46,case_39,m2_36,receive,,m2,PartyB,
task,PartyA,Activity B,PartyA,2021-06-23 6:32:48,case_39,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 6:32:56,case_39,m5_40,send,PartyB,m5,,
task,PartyC,Activity CZ,PartyC,2021-06-23 6:33:04,case_39,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 6:33:09,case_39,m5_40,receive,,m5,PartyC,
SendTask,PartyA,Activity E,PartyA,2021-06-23 6:33:13,case_39,m3_37,send,PartyB,m3,,
task,PartyB,Activity DD,PartyB,2021-06-23 6:33:15,case_39,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 6:33:23,case_39,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 6:33:35,case_39,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 6:33:43,case_39,,,,,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 6:33:51,case_39,m1_38,receive,,m1,PartyB,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 6:33:55,case_39,m3_37,receive,,m3,PartyA,
task,PartyB,Activity O,PartyB,2021-06-23 6:34:00,case_39,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 6:34:01,case_39,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 8:29:56,case_314,m4_331,send,PartyC,m4,,
task,PartyA,Activity A,PartyA,2021-06-23 8:30:02,case_314,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 8:30:13,case_314,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 8:30:17,case_314,m1_330,send,PartyA,m1,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 8:30:23,case_314,m4_331,receive,,m4,PartyB,start
SendTask,PartyB,Activity EE,PartyB,2021-06-23 8:30:27,case_314,m2_328,send,PartyA,m2,,
task,PartyB,Activity FF,PartyB,2021-06-23 8:30:33,case_314,,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 8:30:49,case_314,,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 8:31:02,case_314,m2_328,receive,,m2,PartyB,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 8:31:18,case_314,m5_332,send,PartyB,m5,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 8:31:20,case_314,m5_332,receive,,m5,PartyC,
task,PartyC,Activity CZ,PartyC,2021-06-23 8:31:24,case_314,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 8:31:28,case_314,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 8:31:32,case_314,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 8:31:42,case_314,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 8:31:49,case_314,m3_329,send,PartyB,m3,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 8:31:55,case_314,m1_330,receive,,m1,PartyB,
task,PartyB,Activity DD,PartyB,2021-06-23 8:31:57,case_314,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 8:32:02,case_314,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 8:32:10,case_314,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 8:32:14,case_314,m3_329,receive,,m3,PartyA,
task,PartyB,Activity N,PartyB,2021-06-23 8:32:16,case_314,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 8:32:18,case_314,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 6:40:35,case_59,,,,,,
task,PartyA,Activity C,PartyA,2021-06-23 6:40:38,case_59,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 6:40:42,case_59,m4_59,send,PartyC,m4,,
task,PartyA,Activity B,PartyA,2021-06-23 6:40:48,case_59,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 6:40:57,case_59,m3_57,send,PartyB,m3,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 6:41:05,case_59,m4_59,receive,,m4,PartyB,start
task,PartyB,Activity BB,PartyB,2021-06-23 6:41:09,case_59,,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 6:41:14,case_59,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 6:41:20,case_59,m5_61,send,PartyB,m5,,
task,PartyC,Activity CZ,PartyC,2021-06-23 6:41:27,case_59,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 6:41:31,case_59,m1_58,send,PartyA,m1,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 6:41:38,case_59,m1_58,receive,,m1,PartyB,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 6:41:44,case_59,m2_60,send,,m2,,
task,PartyB,Activity FF,PartyB,2021-06-23 6:41:48,case_59,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 6:41:53,case_59,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 6:42:02,case_59,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 6:42:03,case_59,m5_61,receive,,m5,PartyC,
task,PartyB,Activity DD,PartyB,2021-06-23 6:42:06,case_59,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 6:42:06,case_59,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 6:42:06,case_59,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 6:42:08,case_59,m3_57,receive,,m3,PartyA,
SendTask,PartyB,Activity M,PartyB,2021-06-23 6:42:11,case_59,M7_62,send,PartyD,M7,,
ReceiveTask,PartyD,Start2,PartyD,2021-06-23 6:42:14,case_59,M7_62,receive,,M7,PartyB,start
task,PartyD,Activity ZAZ,PartyD,2021-06-23 6:42:21,case_59,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 6:42:25,case_59,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 6:21:52,case_14,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 6:21:56,case_14,m4_13,send,PartyC,m4,,
task,PartyB,Activity BB,PartyB,2021-06-23 6:21:56,case_14,,,,,,
